logfile,group,file,subject,condition,symb,perm,Day,Block,Trial,Day_group
analysis_output.1904652.log,old,S134_G03_D01_B02_T03,S134,G03_D01_B02_T03,2.2061,0.2285,D01,B02,T03,D01 Old
analysis_output.1904652.log,old,S135_G03_D01_B02_T03,S135,G03_D01_B02_T03,2.2895,0.2629,D01,B02,T03,D01 Old
analysis_output.1904652.log,old,S136_G03_D01_B02_T03,S136,G03_D01_B02_T03,2.2839,0.2262,D01,B02,T03,D01 Old
analysis_output.1904652.log,old,S137_G03_D01_B02_T03,S137,G03_D01_B02_T03,2.2831,0.2282,D01,B02,T03,D01 Old
analysis_output.1904652.log,old,S138_G03_D01_B02_T03,S138,G03_D01_B02_T03,2.7296,0.2316,D01,B02,T03,D01 Old
analysis_output.1904652.log,old,S139_G03_D01_B02_T03,S139,G03_D01_B02_T03,2.2822,0.2252,D01,B02,T03,D01 Old
analysis_output.1904652.log,old,S140_G03_D01_B02_T03,S140,G03_D01_B02_T03,2.2778,0.2211,D01,B02,T03,D01 Old
analysis_output.1904652.log,old,S141_G03_D01_B02_T03,S141,G03_D01_B02_T03,2.2799,0.2537,D01,B02,T03,D01 Old
analysis_output.1904652.log,old,S142_G03_D01_B02_T03,S142,G03_D01_B02_T03,2.2647,0.2229,D01,B02,T03,D01 Old
analysis_output.1904652.log,old,S143_G03_D01_B02_T03,S143,G03_D01_B02_T03,2.2388,0.2239,D01,B02,T03,D01 Old
analysis_output.1904652.log,old,S145_G03_D01_B02_T03,S145,G03_D01_B02_T03,2.29,0.2302,D01,B02,T03,D01 Old
analysis_output.1904652.log,old,S146_G03_D01_B02_T03,S146,G03_D01_B02_T03,2.2744,0.2294,D01,B02,T03,D01 Old
analysis_output.1904652.log,old,S154_G03_D01_B02_T03,S154,G03_D01_B02_T03,2.2852,0.2236,D01,B02,T03,D01 Old
analysis_output.1904652.log,old,S156_G03_D01_B02_T03,S156,G03_D01_B02_T03,2.2936,0.2377,D01,B02,T03,D01 Old
analysis_output.1904652.log,old,S157_G03_D01_B02_T03,S157,G03_D01_B02_T03,2.2899,0.2215,D01,B02,T03,D01 Old
analysis_output.1904652.log,old,S158_G03_D01_B02_T03,S158,G03_D01_B02_T03,2.237,0.2247,D01,B02,T03,D01 Old
analysis_output.1904652.log,young,S001_G01_D01_B02_T03,S001,G01_D01_B02_T03,2.2458,0.2378,D01,B02,T03,D01 Young
analysis_output.1904652.log,young,S002_G01_D01_B02_T03,S002,G01_D01_B02_T03,2.2196,0.2212,D01,B02,T03,D01 Young
analysis_output.1904652.log,young,S003_G01_D01_B02_T03,S003,G01_D01_B02_T03,2.2778,0.2316,D01,B02,T03,D01 Young
analysis_output.1904652.log,young,S004_G01_D01_B02_T03,S004,G01_D01_B02_T03,2.2483,0.2219,D01,B02,T03,D01 Young
analysis_output.1904652.log,young,S005_G01_D01_B02_T03,S005,G01_D01_B02_T03,2.2904,0.2265,D01,B02,T03,D01 Young
analysis_output.1904652.log,young,S006_G01_D01_B02_T03,S006,G01_D01_B02_T03,2.2506,0.2247,D01,B02,T03,D01 Young
analysis_output.1904652.log,young,S007_G01_D01_B02_T03,S007,G01_D01_B02_T03,2.2367,0.2214,D01,B02,T03,D01 Young
analysis_output.1904652.log,young,S008_G01_D01_B02_T03,S008,G01_D01_B02_T03,2.2911,0.2245,D01,B02,T03,D01 Young
analysis_output.1904652.log,young,S010_G01_D01_B02_T03,S010,G01_D01_B02_T03,2.2775,0.2268,D01,B02,T03,D01 Young
analysis_output.1904652.log,young,S011_G01_D01_B02_T03,S011,G01_D01_B02_T03,2.2601,0.2207,D01,B02,T03,D01 Young
analysis_output.1904652.log,young,S012_G01_D01_B02_T03,S012,G01_D01_B02_T03,2.2408,0.2623,D01,B02,T03,D01 Young
analysis_output.1904652.log,young,S014_G01_D01_B02_T03,S014,G01_D01_B02_T03,2.5889,0.2188,D01,B02,T03,D01 Young
analysis_output.1904652.log,young,S015_G01_D01_B02_T03,S015,G01_D01_B02_T03,2.2527,0.2338,D01,B02,T03,D01 Young
analysis_output.1904652.log,young,S016_G01_D01_B02_T03,S016,G01_D01_B02_T03,2.2755,0.2485,D01,B02,T03,D01 Young
analysis_output.1904652.log,young,S017_G01_D01_B02_T03,S017,G01_D01_B02_T03,2.6746,0.2281,D01,B02,T03,D01 Young
analysis_output.1904652.log,young,S018_G01_D01_B02_T03,S018,G01_D01_B02_T03,2.2839,0.2285,D01,B02,T03,D01 Young
analysis_output.1904652.log,young,S020_G01_D01_B02_T03,S020,G01_D01_B02_T03,2.2403,0.2186,D01,B02,T03,D01 Young
analysis_output.1904652.log,young,S021_G01_D01_B02_T03,S021,G01_D01_B02_T03,2.5896,0.2203,D01,B02,T03,D01 Young
analysis_output.1904652.log,young,S023_G01_D01_B02_T03,S023,G01_D01_B02_T03,2.2459,0.2208,D01,B02,T03,D01 Young
analysis_output.1904652.log,young,S024_G01_D01_B02_T03,S024,G01_D01_B02_T03,2.2533,0.2291,D01,B02,T03,D01 Young
analysis_output.1904652.log,young,S025_G01_D01_B02_T03,S025,G01_D01_B02_T03,2.2862,0.2269,D01,B02,T03,D01 Young
analysis_output.1904652.log,young,S026_G01_D01_B02_T03,S026,G01_D01_B02_T03,2.2838,0.2228,D01,B02,T03,D01 Young
analysis_output.1904652.log,young,S027_G01_D01_B02_T03,S027,G01_D01_B02_T03,2.2562,0.258,D01,B02,T03,D01 Young
analysis_output.1904652.log,young,S028_G01_D01_B02_T03,S028,G01_D01_B02_T03,2.2939,0.2555,D01,B02,T03,D01 Young
analysis_output.1904652.log,young,S030_G01_D01_B02_T03,S030,G01_D01_B02_T03,2.5771,0.2335,D01,B02,T03,D01 Young
analysis_output.1904652.log,young,S031_G01_D01_B02_T03,S031,G01_D01_B02_T03,2.288,0.2269,D01,B02,T03,D01 Young
analysis_output.1904652.log,young,S032_G01_D01_B02_T03,S032,G01_D01_B02_T03,2.2561,0.227,D01,B02,T03,D01 Young
analysis_output.1904652.log,young,S033_G01_D01_B02_T03,S033,G01_D01_B02_T03,2.2587,0.2322,D01,B02,T03,D01 Young
analysis_output.1904652.log,young,S034_G01_D01_B02_T03,S034,G01_D01_B02_T03,2.2747,0.2325,D01,B02,T03,D01 Young
analysis_output.1904652.log,young,S035_G01_D01_B02_T03,S035,G01_D01_B02_T03,2.2427,0.22,D01,B02,T03,D01 Young
analysis_output.1904652.log,young,S036_G01_D01_B02_T03,S036,G01_D01_B02_T03,2.2667,0.2231,D01,B02,T03,D01 Young
analysis_output.1904652.log,young,S037_G01_D01_B02_T03,S037,G01_D01_B02_T03,2.2645,0.2234,D01,B02,T03,D01 Young
analysis_output.1904652.log,young,S038_G01_D01_B02_T03,S038,G01_D01_B02_T03,2.2725,0.2299,D01,B02,T03,D01 Young
analysis_output.1904652.log,young,S039_G01_D01_B02_T03,S039,G01_D01_B02_T03,2.2649,0.2307,D01,B02,T03,D01 Young
analysis_output.1904652.log,young,S063_G01_D01_B02_T03,S063,G01_D01_B02_T03,2.2832,0.2286,D01,B02,T03,D01 Young
analysis_output.1904653.log,old,S009_G03_D01_B03_T01,S009,G03_D01_B03_T01,2.2912,0.2233,D01,B03,T01,D01 Old
analysis_output.1904653.log,old,S013_G03_D01_B03_T01,S013,G03_D01_B03_T01,2.2905,0.2218,D01,B03,T01,D01 Old
analysis_output.1904653.log,old,S019_G03_D01_B03_T01,S019,G03_D01_B03_T01,2.2892,0.2257,D01,B03,T01,D01 Old
analysis_output.1904653.log,old,S040_G03_D01_B03_T01,S040,G03_D01_B03_T01,2.2702,0.2236,D01,B03,T01,D01 Old
analysis_output.1904653.log,old,S081_G03_D01_B03_T01,S081,G03_D01_B03_T01,2.2626,0.2307,D01,B03,T01,D01 Old
analysis_output.1904653.log,old,S102_G03_D01_B03_T01,S102,G03_D01_B03_T01,2.2744,0.2278,D01,B03,T01,D01 Old
analysis_output.1904653.log,old,S103_G03_D01_B03_T01,S103,G03_D01_B03_T01,2.2495,0.2225,D01,B03,T01,D01 Old
analysis_output.1904653.log,old,S104_G03_D01_B03_T01,S104,G03_D01_B03_T01,2.2678,0.2218,D01,B03,T01,D01 Old
analysis_output.1904653.log,old,S107_G03_D01_B03_T01,S107,G03_D01_B03_T01,2.2717,0.2241,D01,B03,T01,D01 Old
analysis_output.1904653.log,old,S109_G03_D01_B03_T01,S109,G03_D01_B03_T01,2.2665,0.2259,D01,B03,T01,D01 Old
analysis_output.1904653.log,old,S110_G03_D01_B03_T01,S110,G03_D01_B03_T01,2.2633,0.2251,D01,B03,T01,D01 Old
analysis_output.1904653.log,old,S112_G03_D01_B03_T01,S112,G03_D01_B03_T01,2.496,0.2322,D01,B03,T01,D01 Old
analysis_output.1904653.log,old,S113_G03_D01_B03_T01,S113,G03_D01_B03_T01,2.2676,0.2348,D01,B03,T01,D01 Old
analysis_output.1904653.log,old,S116_G03_D01_B03_T01,S116,G03_D01_B03_T01,2.2901,0.2208,D01,B03,T01,D01 Old
analysis_output.1904653.log,old,S119_G03_D01_B03_T01,S119,G03_D01_B03_T01,2.2703,0.2219,D01,B03,T01,D01 Old
analysis_output.1904653.log,old,S120_G03_D01_B03_T01,S120,G03_D01_B03_T01,2.277,0.224,D01,B03,T01,D01 Old
analysis_output.1904653.log,old,S123_G03_D01_B03_T01,S123,G03_D01_B03_T01,2.6095,0.2388,D01,B03,T01,D01 Old
analysis_output.1904653.log,old,S125_G03_D01_B03_T01,S125,G03_D01_B03_T01,2.2504,0.2228,D01,B03,T01,D01 Old
analysis_output.1904653.log,old,S126_G03_D01_B03_T01,S126,G03_D01_B03_T01,2.2527,0.2264,D01,B03,T01,D01 Old
analysis_output.1904653.log,old,S127_G03_D01_B03_T01,S127,G03_D01_B03_T01,2.2615,0.2284,D01,B03,T01,D01 Old
analysis_output.1904653.log,old,S128_G03_D01_B03_T01,S128,G03_D01_B03_T01,2.2929,0.227,D01,B03,T01,D01 Old
analysis_output.1904653.log,old,S129_G03_D01_B03_T01,S129,G03_D01_B03_T01,2.293,0.2207,D01,B03,T01,D01 Old
analysis_output.1904653.log,old,S130_G03_D01_B03_T01,S130,G03_D01_B03_T01,2.2861,0.2284,D01,B03,T01,D01 Old
analysis_output.1904653.log,old,S131_G03_D01_B03_T01,S131,G03_D01_B03_T01,2.6051,0.2087,D01,B03,T01,D01 Old
analysis_output.1904653.log,old,S133_G03_D01_B03_T01,S133,G03_D01_B03_T01,2.2932,0.2313,D01,B03,T01,D01 Old
analysis_output.1904653.log,old,S134_G03_D01_B03_T01,S134,G03_D01_B03_T01,2.1998,0.2291,D01,B03,T01,D01 Old
analysis_output.1904653.log,old,S135_G03_D01_B03_T01,S135,G03_D01_B03_T01,2.2911,0.2618,D01,B03,T01,D01 Old
analysis_output.1904653.log,old,S136_G03_D01_B03_T01,S136,G03_D01_B03_T01,2.2851,0.2262,D01,B03,T01,D01 Old
analysis_output.1904653.log,old,S137_G03_D01_B03_T01,S137,G03_D01_B03_T01,2.2826,0.228,D01,B03,T01,D01 Old
analysis_output.1904653.log,old,S138_G03_D01_B03_T01,S138,G03_D01_B03_T01,2.6099,0.2326,D01,B03,T01,D01 Old
analysis_output.1904653.log,old,S139_G03_D01_B03_T01,S139,G03_D01_B03_T01,2.2805,0.225,D01,B03,T01,D01 Old
analysis_output.1904653.log,old,S140_G03_D01_B03_T01,S140,G03_D01_B03_T01,2.2777,0.2212,D01,B03,T01,D01 Old
analysis_output.1904653.log,old,S141_G03_D01_B03_T01,S141,G03_D01_B03_T01,2.0213,0.2526,D01,B03,T01,D01 Old
analysis_output.1904653.log,old,S142_G03_D01_B03_T01,S142,G03_D01_B03_T01,2.2664,0.2233,D01,B03,T01,D01 Old
analysis_output.1904653.log,old,S143_G03_D01_B03_T01,S143,G03_D01_B03_T01,2.2455,0.2231,D01,B03,T01,D01 Old
analysis_output.1904653.log,old,S145_G03_D01_B03_T01,S145,G03_D01_B03_T01,2.2902,0.2303,D01,B03,T01,D01 Old
analysis_output.1904653.log,old,S146_G03_D01_B03_T01,S146,G03_D01_B03_T01,2.274,0.2297,D01,B03,T01,D01 Old
analysis_output.1904653.log,old,S154_G03_D01_B03_T01,S154,G03_D01_B03_T01,2.286,0.2238,D01,B03,T01,D01 Old
analysis_output.1904653.log,old,S156_G03_D01_B03_T01,S156,G03_D01_B03_T01,2.294,0.2404,D01,B03,T01,D01 Old
analysis_output.1904653.log,old,S157_G03_D01_B03_T01,S157,G03_D01_B03_T01,2.2894,0.2223,D01,B03,T01,D01 Old
analysis_output.1904653.log,old,S158_G03_D01_B03_T01,S158,G03_D01_B03_T01,2.2417,0.2227,D01,B03,T01,D01 Old
analysis_output.1904653.log,young,S001_G01_D01_B03_T01,S001,G01_D01_B03_T01,2.2472,0.2397,D01,B03,T01,D01 Young
analysis_output.1904653.log,young,S002_G01_D01_B03_T01,S002,G01_D01_B03_T01,2.2125,0.2209,D01,B03,T01,D01 Young
analysis_output.1904653.log,young,S003_G01_D01_B03_T01,S003,G01_D01_B03_T01,2.2741,0.2317,D01,B03,T01,D01 Young
analysis_output.1904653.log,young,S004_G01_D01_B03_T01,S004,G01_D01_B03_T01,2.2538,0.2221,D01,B03,T01,D01 Young
analysis_output.1904653.log,young,S005_G01_D01_B03_T01,S005,G01_D01_B03_T01,2.2896,0.2257,D01,B03,T01,D01 Young
analysis_output.1904653.log,young,S006_G01_D01_B03_T01,S006,G01_D01_B03_T01,2.2522,0.2243,D01,B03,T01,D01 Young
analysis_output.1904653.log,young,S007_G01_D01_B03_T01,S007,G01_D01_B03_T01,2.2349,0.2218,D01,B03,T01,D01 Young
analysis_output.1904653.log,young,S008_G01_D01_B03_T01,S008,G01_D01_B03_T01,2.2902,0.2236,D01,B03,T01,D01 Young
analysis_output.1904653.log,young,S010_G01_D01_B03_T01,S010,G01_D01_B03_T01,2.2777,0.2295,D01,B03,T01,D01 Young
analysis_output.1904653.log,young,S011_G01_D01_B03_T01,S011,G01_D01_B03_T01,2.2588,0.2237,D01,B03,T01,D01 Young
analysis_output.1904653.log,young,S012_G01_D01_B03_T01,S012,G01_D01_B03_T01,2.2455,0.2626,D01,B03,T01,D01 Young
analysis_output.1904653.log,young,S014_G01_D01_B03_T01,S014,G01_D01_B03_T01,2.4941,0.2204,D01,B03,T01,D01 Young
analysis_output.1904653.log,young,S015_G01_D01_B03_T01,S015,G01_D01_B03_T01,2.2591,0.2253,D01,B03,T01,D01 Young
analysis_output.1904653.log,young,S016_G01_D01_B03_T01,S016,G01_D01_B03_T01,2.2755,0.2424,D01,B03,T01,D01 Young
analysis_output.1904653.log,young,S017_G01_D01_B03_T01,S017,G01_D01_B03_T01,2.6714,0.2315,D01,B03,T01,D01 Young
analysis_output.1904653.log,young,S018_G01_D01_B03_T01,S018,G01_D01_B03_T01,2.287,0.2311,D01,B03,T01,D01 Young
analysis_output.1904653.log,young,S020_G01_D01_B03_T01,S020,G01_D01_B03_T01,2.2368,0.2197,D01,B03,T01,D01 Young
analysis_output.1904653.log,young,S021_G01_D01_B03_T01,S021,G01_D01_B03_T01,2.2232,0.216,D01,B03,T01,D01 Young
analysis_output.1904653.log,young,S023_G01_D01_B03_T01,S023,G01_D01_B03_T01,2.2469,0.2216,D01,B03,T01,D01 Young
analysis_output.1904653.log,young,S024_G01_D01_B03_T01,S024,G01_D01_B03_T01,2.2562,0.2285,D01,B03,T01,D01 Young
analysis_output.1904653.log,young,S025_G01_D01_B03_T01,S025,G01_D01_B03_T01,2.2843,0.2253,D01,B03,T01,D01 Young
analysis_output.1904653.log,young,S026_G01_D01_B03_T01,S026,G01_D01_B03_T01,2.2858,0.2233,D01,B03,T01,D01 Young
analysis_output.1904653.log,young,S027_G01_D01_B03_T01,S027,G01_D01_B03_T01,2.2536,0.2578,D01,B03,T01,D01 Young
analysis_output.1904653.log,young,S028_G01_D01_B03_T01,S028,G01_D01_B03_T01,2.5971,0.2523,D01,B03,T01,D01 Young
analysis_output.1904653.log,young,S030_G01_D01_B03_T01,S030,G01_D01_B03_T01,2.2575,0.2217,D01,B03,T01,D01 Young
analysis_output.1904653.log,young,S031_G01_D01_B03_T01,S031,G01_D01_B03_T01,2.2884,0.229,D01,B03,T01,D01 Young
analysis_output.1904653.log,young,S032_G01_D01_B03_T01,S032,G01_D01_B03_T01,2.2567,0.2268,D01,B03,T01,D01 Young
analysis_output.1904653.log,young,S033_G01_D01_B03_T01,S033,G01_D01_B03_T01,2.2604,0.2348,D01,B03,T01,D01 Young
analysis_output.1904653.log,young,S034_G01_D01_B03_T01,S034,G01_D01_B03_T01,2.2745,0.2267,D01,B03,T01,D01 Young
analysis_output.1904653.log,young,S035_G01_D01_B03_T01,S035,G01_D01_B03_T01,2.2373,0.2181,D01,B03,T01,D01 Young
analysis_output.1904653.log,young,S036_G01_D01_B03_T01,S036,G01_D01_B03_T01,2.2698,0.2231,D01,B03,T01,D01 Young
analysis_output.1904653.log,young,S037_G01_D01_B03_T01,S037,G01_D01_B03_T01,2.267,0.2232,D01,B03,T01,D01 Young
analysis_output.1904653.log,young,S038_G01_D01_B03_T01,S038,G01_D01_B03_T01,2.2756,0.2289,D01,B03,T01,D01 Young
analysis_output.1904653.log,young,S039_G01_D01_B03_T01,S039,G01_D01_B03_T01,2.2684,0.2313,D01,B03,T01,D01 Young
analysis_output.1904653.log,young,S063_G01_D01_B03_T01,S063,G01_D01_B03_T01,2.2839,0.228,D01,B03,T01,D01 Young
analysis_output.1904654.log,old,S009_G03_D01_B03_T02,S009,G03_D01_B03_T02,2.2882,0.2227,D01,B03,T02,D01 Old
analysis_output.1904654.log,old,S013_G03_D01_B03_T02,S013,G03_D01_B03_T02,2.2895,0.2211,D01,B03,T02,D01 Old
analysis_output.1904654.log,old,S019_G03_D01_B03_T02,S019,G03_D01_B03_T02,2.2915,0.2276,D01,B03,T02,D01 Old
analysis_output.1904654.log,old,S040_G03_D01_B03_T02,S040,G03_D01_B03_T02,2.2673,0.2226,D01,B03,T02,D01 Old
analysis_output.1904654.log,old,S081_G03_D01_B03_T02,S081,G03_D01_B03_T02,2.2634,0.2348,D01,B03,T02,D01 Old
analysis_output.1904654.log,old,S102_G03_D01_B03_T02,S102,G03_D01_B03_T02,2.2732,0.226,D01,B03,T02,D01 Old
analysis_output.1904654.log,old,S103_G03_D01_B03_T02,S103,G03_D01_B03_T02,2.255,0.223,D01,B03,T02,D01 Old
analysis_output.1904654.log,old,S104_G03_D01_B03_T02,S104,G03_D01_B03_T02,2.2653,0.2237,D01,B03,T02,D01 Old
analysis_output.1904654.log,old,S107_G03_D01_B03_T02,S107,G03_D01_B03_T02,2.2699,0.224,D01,B03,T02,D01 Old
analysis_output.1904654.log,old,S109_G03_D01_B03_T02,S109,G03_D01_B03_T02,2.2651,0.226,D01,B03,T02,D01 Old
analysis_output.1904654.log,old,S110_G03_D01_B03_T02,S110,G03_D01_B03_T02,2.2646,0.2275,D01,B03,T02,D01 Old
analysis_output.1904654.log,old,S112_G03_D01_B03_T02,S112,G03_D01_B03_T02,2.5922,0.2338,D01,B03,T02,D01 Old
analysis_output.1904654.log,old,S113_G03_D01_B03_T02,S113,G03_D01_B03_T02,2.2687,0.2364,D01,B03,T02,D01 Old
analysis_output.1904654.log,old,S116_G03_D01_B03_T02,S116,G03_D01_B03_T02,2.2888,0.2208,D01,B03,T02,D01 Old
analysis_output.1904654.log,old,S119_G03_D01_B03_T02,S119,G03_D01_B03_T02,2.271,0.223,D01,B03,T02,D01 Old
analysis_output.1904654.log,old,S120_G03_D01_B03_T02,S120,G03_D01_B03_T02,2.2767,0.2242,D01,B03,T02,D01 Old
analysis_output.1904654.log,old,S123_G03_D01_B03_T02,S123,G03_D01_B03_T02,2.61,0.2499,D01,B03,T02,D01 Old
analysis_output.1904654.log,old,S125_G03_D01_B03_T02,S125,G03_D01_B03_T02,2.2481,0.2226,D01,B03,T02,D01 Old
analysis_output.1904654.log,old,S126_G03_D01_B03_T02,S126,G03_D01_B03_T02,2.2536,0.2289,D01,B03,T02,D01 Old
analysis_output.1904654.log,old,S127_G03_D01_B03_T02,S127,G03_D01_B03_T02,2.2588,0.223,D01,B03,T02,D01 Old
analysis_output.1904654.log,old,S128_G03_D01_B03_T02,S128,G03_D01_B03_T02,2.2931,0.2281,D01,B03,T02,D01 Old
analysis_output.1904654.log,old,S129_G03_D01_B03_T02,S129,G03_D01_B03_T02,2.2947,0.221,D01,B03,T02,D01 Old
analysis_output.1904654.log,old,S130_G03_D01_B03_T02,S130,G03_D01_B03_T02,2.2851,0.2233,D01,B03,T02,D01 Old
analysis_output.1904654.log,old,S131_G03_D01_B03_T02,S131,G03_D01_B03_T02,2.6084,0.2086,D01,B03,T02,D01 Old
analysis_output.1904654.log,old,S133_G03_D01_B03_T02,S133,G03_D01_B03_T02,2.293,0.2311,D01,B03,T02,D01 Old
analysis_output.1904654.log,old,S134_G03_D01_B03_T02,S134,G03_D01_B03_T02,2.1996,0.2287,D01,B03,T02,D01 Old
analysis_output.1904654.log,old,S135_G03_D01_B03_T02,S135,G03_D01_B03_T02,2.2895,0.2619,D01,B03,T02,D01 Old
analysis_output.1904654.log,old,S136_G03_D01_B03_T02,S136,G03_D01_B03_T02,2.2847,0.2258,D01,B03,T02,D01 Old
analysis_output.1904654.log,old,S137_G03_D01_B03_T02,S137,G03_D01_B03_T02,2.2846,0.2281,D01,B03,T02,D01 Old
analysis_output.1904654.log,old,S138_G03_D01_B03_T02,S138,G03_D01_B03_T02,2.6116,0.2314,D01,B03,T02,D01 Old
analysis_output.1904654.log,old,S139_G03_D01_B03_T02,S139,G03_D01_B03_T02,2.2845,0.2255,D01,B03,T02,D01 Old
analysis_output.1904654.log,old,S140_G03_D01_B03_T02,S140,G03_D01_B03_T02,2.2783,0.2219,D01,B03,T02,D01 Old
analysis_output.1904654.log,old,S141_G03_D01_B03_T02,S141,G03_D01_B03_T02,2.278,0.2551,D01,B03,T02,D01 Old
analysis_output.1904654.log,old,S142_G03_D01_B03_T02,S142,G03_D01_B03_T02,2.2679,0.2237,D01,B03,T02,D01 Old
analysis_output.1904654.log,old,S143_G03_D01_B03_T02,S143,G03_D01_B03_T02,2.2429,0.224,D01,B03,T02,D01 Old
analysis_output.1904654.log,old,S145_G03_D01_B03_T02,S145,G03_D01_B03_T02,2.2901,0.2294,D01,B03,T02,D01 Old
analysis_output.1904654.log,old,S146_G03_D01_B03_T02,S146,G03_D01_B03_T02,2.2744,0.2298,D01,B03,T02,D01 Old
analysis_output.1904654.log,old,S154_G03_D01_B03_T02,S154,G03_D01_B03_T02,2.2855,0.2236,D01,B03,T02,D01 Old
analysis_output.1904654.log,old,S156_G03_D01_B03_T02,S156,G03_D01_B03_T02,2.2947,0.2361,D01,B03,T02,D01 Old
analysis_output.1904654.log,old,S157_G03_D01_B03_T02,S157,G03_D01_B03_T02,2.2885,0.2216,D01,B03,T02,D01 Old
analysis_output.1904654.log,old,S158_G03_D01_B03_T02,S158,G03_D01_B03_T02,2.2358,0.223,D01,B03,T02,D01 Old
analysis_output.1904654.log,young,S001_G01_D01_B03_T02,S001,G01_D01_B03_T02,2.2434,0.2307,D01,B03,T02,D01 Young
analysis_output.1904654.log,young,S002_G01_D01_B03_T02,S002,G01_D01_B03_T02,2.2079,0.2209,D01,B03,T02,D01 Young
analysis_output.1904654.log,young,S003_G01_D01_B03_T02,S003,G01_D01_B03_T02,2.2759,0.2302,D01,B03,T02,D01 Young
analysis_output.1904654.log,young,S004_G01_D01_B03_T02,S004,G01_D01_B03_T02,2.2521,0.2221,D01,B03,T02,D01 Young
analysis_output.1904654.log,young,S005_G01_D01_B03_T02,S005,G01_D01_B03_T02,2.2891,0.2256,D01,B03,T02,D01 Young
analysis_output.1904654.log,young,S006_G01_D01_B03_T02,S006,G01_D01_B03_T02,2.2552,0.2246,D01,B03,T02,D01 Young
analysis_output.1904654.log,young,S007_G01_D01_B03_T02,S007,G01_D01_B03_T02,2.2378,0.2214,D01,B03,T02,D01 Young
analysis_output.1904654.log,young,S008_G01_D01_B03_T02,S008,G01_D01_B03_T02,2.2901,0.2235,D01,B03,T02,D01 Young
analysis_output.1904654.log,young,S010_G01_D01_B03_T02,S010,G01_D01_B03_T02,2.2767,0.2266,D01,B03,T02,D01 Young
analysis_output.1904654.log,young,S011_G01_D01_B03_T02,S011,G01_D01_B03_T02,2.2612,0.2206,D01,B03,T02,D01 Young
analysis_output.1904654.log,young,S012_G01_D01_B03_T02,S012,G01_D01_B03_T02,2.2443,0.2618,D01,B03,T02,D01 Young
analysis_output.1904654.log,young,S014_G01_D01_B03_T02,S014,G01_D01_B03_T02,2.4995,0.216,D01,B03,T02,D01 Young
analysis_output.1904654.log,young,S015_G01_D01_B03_T02,S015,G01_D01_B03_T02,2.2652,0.2285,D01,B03,T02,D01 Young
analysis_output.1904654.log,young,S016_G01_D01_B03_T02,S016,G01_D01_B03_T02,2.2767,0.2477,D01,B03,T02,D01 Young
analysis_output.1904654.log,young,S017_G01_D01_B03_T02,S017,G01_D01_B03_T02,2.6703,0.234,D01,B03,T02,D01 Young
analysis_output.1904654.log,young,S018_G01_D01_B03_T02,S018,G01_D01_B03_T02,2.288,0.229,D01,B03,T02,D01 Young
analysis_output.1904654.log,young,S020_G01_D01_B03_T02,S020,G01_D01_B03_T02,2.2428,0.2188,D01,B03,T02,D01 Young
analysis_output.1904654.log,young,S021_G01_D01_B03_T02,S021,G01_D01_B03_T02,2.2316,0.2188,D01,B03,T02,D01 Young
analysis_output.1904654.log,young,S023_G01_D01_B03_T02,S023,G01_D01_B03_T02,2.2493,0.2215,D01,B03,T02,D01 Young
analysis_output.1904654.log,young,S024_G01_D01_B03_T02,S024,G01_D01_B03_T02,2.2588,0.2312,D01,B03,T02,D01 Young
analysis_output.1904654.log,young,S025_G01_D01_B03_T02,S025,G01_D01_B03_T02,2.2861,0.2268,D01,B03,T02,D01 Young
analysis_output.1904654.log,young,S026_G01_D01_B03_T02,S026,G01_D01_B03_T02,2.2874,0.224,D01,B03,T02,D01 Young
analysis_output.1904654.log,young,S027_G01_D01_B03_T02,S027,G01_D01_B03_T02,2.2539,0.2581,D01,B03,T02,D01 Young
analysis_output.1904654.log,young,S028_G01_D01_B03_T02,S028,G01_D01_B03_T02,2.2938,0.2561,D01,B03,T02,D01 Young
analysis_output.1904654.log,young,S030_G01_D01_B03_T02,S030,G01_D01_B03_T02,2.2562,0.2233,D01,B03,T02,D01 Young
analysis_output.1904654.log,young,S031_G01_D01_B03_T02,S031,G01_D01_B03_T02,2.2884,0.2379,D01,B03,T02,D01 Young
analysis_output.1904654.log,young,S032_G01_D01_B03_T02,S032,G01_D01_B03_T02,2.257,0.2254,D01,B03,T02,D01 Young
analysis_output.1904654.log,young,S033_G01_D01_B03_T02,S033,G01_D01_B03_T02,2.2604,0.228,D01,B03,T02,D01 Young
analysis_output.1904654.log,young,S034_G01_D01_B03_T02,S034,G01_D01_B03_T02,2.2755,0.2263,D01,B03,T02,D01 Young
analysis_output.1904654.log,young,S035_G01_D01_B03_T02,S035,G01_D01_B03_T02,2.2363,0.2191,D01,B03,T02,D01 Young
analysis_output.1904654.log,young,S036_G01_D01_B03_T02,S036,G01_D01_B03_T02,2.2723,0.2238,D01,B03,T02,D01 Young
analysis_output.1904654.log,young,S037_G01_D01_B03_T02,S037,G01_D01_B03_T02,2.2632,0.2234,D01,B03,T02,D01 Young
analysis_output.1904654.log,young,S038_G01_D01_B03_T02,S038,G01_D01_B03_T02,2.2764,0.2305,D01,B03,T02,D01 Young
analysis_output.1904654.log,young,S039_G01_D01_B03_T02,S039,G01_D01_B03_T02,2.2693,0.231,D01,B03,T02,D01 Young
analysis_output.1904654.log,young,S063_G01_D01_B03_T02,S063,G01_D01_B03_T02,2.2834,0.2282,D01,B03,T02,D01 Young
